SalePrice,Neighborhood,LotArea,YrBuilt,HouseStyle,Foundation,RoofMatl,Ext1,Heating,Central Air,TtlBsmtSF,TotRmsAbvGrd,GarageType,Cars,GarageArea,NmbrBRs,YrSold_YYYY,MoSold_MM,SaleDate
100000,OldTown,5040,1935,1-Story,Brk/Til,CompShg,MetalSd,GasFWA,Yes,797,5,Detachd,2,461,2,2014,1,2014-01-01
131000,OldTown,4456,1920,2-Story,Brk/Til,CompShg,MetalSd,GasFWA,Yes,736,8,None,0,0,2,2014,4,2014-04-01
143000,OldTown,9142,1900,2-Story,Brk/Til,CompShg,VinylSd,GasFWA,Yes,797,9,Detachd,2,420,3,2012,5,2012-05-01
106000,OldTown,5068,1900,1.5 Fin,Brk/Til,CompShg,MetalSd,GasFWA,Yes,816,9,Detachd,1,200,2,2014,8,2014-08-01
171000,OldTown,10600,1880,2-Story,Brk/Til,CompShg,VinylSd,GasFWA,No,359,9,Detachd,1,320,4,2013,11,2013-11-01
99000,OldTown,5666,1922,2.5 Unf,Brk/Til,CompShg,Wd Sdng,GasFWA,No,934,7,None,0,0,4,2012,2,2012-02-01
161500,OldTown,5350,1920,2-Story,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,624,7,Detachd,1,288,3,2013,5,2013-05-01
76500,OldTown,3180,1920,1-Story,Brk/Til,CompShg,Stucco,GasFWA,Yes,816,5,Detachd,2,361,2,2012,2,2012-02-01
126000,OldTown,9600,1925,1.5 Fin,P'Conc,CompShg,VinylSd,GasFWA,Yes,702,6,Detachd,1,250,3,2013,9,2013-09-01
149000,OldTown,9600,1910,2-Story,Brk/Til,CompShg,VinylSd,GasFWA,Yes,677,7,Detachd,2,720,3,2014,6,2014-06-01
119900,OldTown,3500,1947,1.5 Fin,C'Block,CompShg,AsbShng,GasFWA,Yes,720,5,Detachd,1,240,2,2013,3,2013-03-01
132500,OldTown,3750,1920,1-Story,Brk/Til,CompShg,MetalSd,GasFWA,Yes,964,5,Detachd,1,246,2,2014,7,2014-07-01
300000,OldTown,9000,1910,2.5 Fin,Brk/Til,CompShg,Wd Sdng,GasHWat,No,1374,12,Detachd,2,374,4,2014,7,2014-07-01
74100,OldTown,8838,1890,2-Story,Brk/Til,CompShg,AsbShng,GasFWA,No,140,7,Detachd,4,1356,2,2013,1,2013-01-01
93800,OldTown,4409,1920,2.5 Unf,C'Block,CompShg,Wd Sdng,GasFWA,Yes,672,7,None,0,0,3,2013,12,2013-12-01
167500,OldTown,9600,1928,2-Story,Brk/Til,CompShg,MetalSd,GasFWA,Yes,689,7,Detachd,3,704,3,2012,1,2012-01-01
87320,OldTown,9159,1905,1.5 Fin,C'Block,CompShg,AsbShng,GasHWat,No,527,8,Detachd,2,583,2,2014,7,2014-07-01
81963,OldTown,9159,1905,1.5 Fin,C'Block,CompShg,AsbShng,GasHWat,No,527,8,Detachd,2,583,2,2014,1,2014-01-01
31556,OldTown,9159,0,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,0,0,0,2014,7,2014-07-01
28660,OldTown,9159,0,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,0,0,0,2014,1,2014-01-01
31124,OldTown,9159,0,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,0,0,0,2014,7,2014-07-01
29375,OldTown,9159,0,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,0,0,0,2014,1,2014-01-01
195000,OldTown,10800,1914,2.5 Unf,Brk/Til,CompShg,Wd Sdng,HeatPmp,Yes,866,8,Detachd,1,320,2,2012,6,2012-06-01
72000,OldTown,4560,1920,1.5 Fin,Brk/Til,CompShg,MetalSd,GasFWA,Yes,777,6,Detachd,2,400,3,2012,10,2012-10-01
85560,OldTown,4560,1920,1.5 Fin,Brk/Til,CompShg,MetalSd,GasFWA,Yes,777,6,Detachd,2,400,3,2012,7,2012-07-01
176500,OldTown,8400,1900,2-Story,Brk/Til,CompShg,Stucco,GasFWA,Yes,917,8,Detachd,1,357,3,2013,6,2013-06-01
154000,OldTown,5250,1915,2-Story,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,696,7,Attachd,2,768,3,2012,5,2012-05-01
92000,OldTown,6380,1910,2.5 Unf,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,1148,9,None,0,0,5,2014,4,2014-04-01
103900,OldTown,5600,1912,2-Story,P'Conc,CompShg,MetalSd,GasFWA,No,967,10,Detachd,2,400,4,2013,5,2013-05-01
94900,OldTown,3600,1910,2-Story,C'Block,CompShg,VinylSd,GasFWA,No,684,7,Detachd,1,216,3,2012,7,2012-07-01
132962,OldTown,3600,1910,2-Story,C'Block,CompShg,VinylSd,GasFWA,No,684,7,Detachd,1,216,3,2012,4,2012-04-01
240000,OldTown,16350,1921,1.5 Fin,Brk/Til,CompShg,BrkFace,GasHWat,No,1136,7,Detachd,2,360,4,2013,5,2013-05-01
140000,OldTown,13500,1879,2.5 Unf,P'Conc,CompShg,Wd Sdng,GasFWA,Yes,819,8,Attachd,2,576,3,2012,7,2012-07-01
114000,OldTown,5400,1920,1.5 Fin,P'Conc,CompShg,MetalSd,GasFWA,No,753,6,Detachd,2,484,4,2014,1,2014-01-01
120100,OldTown,7200,1910,2.5 Unf,Brk/Til,CompShg,MetalSd,GasHWat,No,1214,9,Detachd,2,506,4,2014,9,2014-09-01
155586,OldTown,7200,1910,2.5 Unf,Brk/Til,CompShg,MetalSd,GasHWat,No,1214,9,Detachd,2,506,4,2014,4,2014-04-01
69000,MsCondo,2178,1981,1-Story,C'Block,CompShg,HdBoard,GasFWA,Yes,0,4,Detachd,1,200,2,2013,7,2013-07-01
40000,MsCondo,2178,1980,1-Story,C'Block,CompShg,HdBoard,GasFWA,Yes,0,4,Detachd,1,200,2,2012,8,2012-08-01
68500,MsCondo,2178,1980,1-Story,C'Block,CompShg,HdBoard,GasFWA,Yes,0,4,Detachd,1,200,2,2014,5,2014-05-01
140000,OldTown,5940,1922,2-Story,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,1176,10,Detachd,2,333,4,2014,3,2014-03-01
65000,OldTown,9225,1905,2-Story,P'Conc,CompShg,Wd Sdng,GasHWat,Yes,680,6,None,0,0,3,2014,5,2014-05-01
133300,OldTown,11340,1923,1-Story,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,1200,7,No Data,0,0,4,2013,6,2013-06-01
199900,OldTown,13050,1910,2.5 Fin,Brk/Til,CompShg,Wd Sdng,HeatPmp,Yes,984,10,Detachd,2,583,5,2013,4,2013-04-01
123000,OldTown,5700,1926,1.5 Fin,P'Conc,CompShg,Wd Sdng,GasFWA,Yes,572,5,Detachd,1,288,2,2014,2,2014-02-01
86000,OldTown,5976,1920,2-Story,P'Conc,CompShg,Wd Sdng,GasFWA,No,624,8,No Data,0,0,2,2013,7,2013-07-01
174000,OldTown,7407,1957,1-Story,C'Block,CompShg,MetalSd,GasFWA,Yes,912,6,Attachd,2,923,2,2013,5,2013-05-01
154000,OldTown,11340,1908,2.5 Unf,C'Block,CompShg,AsbShng,GasFWA,Yes,637,9,Detachd,2,817,4,2014,1,2014-01-01
145000,OldTown,11340,1885,2-Story,P'Conc,CompShg,VinylSd,GasFWA,Yes,777,11,Detachd,2,560,4,2014,5,2014-05-01
67000,OldTown,7200,1924,1-Story,P'Conc,CompShg,MetalSd,Gravity,No,653,4,Detachd,1,360,2,2013,1,2013-01-01
158000,OldTown,10560,1922,2-Story,C'Block,CompShg,Wd Sdng,GasFWA,Yes,738,6,Detachd,2,624,2,2013,10,2013-10-01
148000,OldTown,8100,1948,1.5 Fin,C'Block,CompShg,MetalSd,GasFWA,Yes,848,6,Detachd,2,649,4,2013,5,2013-05-01
94800,OldTown,9000,1890,2-Story,Brk/Til,CompShg,VinylSd,GasFWA,No,764,8,None,0,0,3,2012,12,2012-12-01
80100,OldTown,7200,1919,1-Story,C'Block,CompShg,Wd Sdng,Gravity,No,864,5,Detachd,1,360,2,2012,12,2012-12-01
99600,OldTown,10800,1865,2-Story,P'Conc,CompShg,BrkFace,GasFWA,No,612,7,Detachd,2,370,3,2012,12,2012-12-01
135500,OldTown,10800,1922,1.5 Fin,C'Block,CompShg,Stucco,GasFWA,No,1382,9,None,0,0,4,2012,12,2012-12-01
100000,OldTown,3600,1930,1.5 Fin,Brk/Til,CompShg,MetalSd,GasFWA,No,996,6,Attachd,2,342,2,2012,12,2012-12-01
115000,OldTown,7200,1915,1.5 Fin,P'Conc,CompShg,Wd Sdng,GasFWA,No,833,7,None,0,0,3,2014,2,2014-02-01
132500,OldTown,7560,1918,1.5 Fin,C'Block,CompShg,HdBoard,GasFWA,Yes,627,6,Detachd,1,297,2,2013,3,2013-03-01
128500,OldTown,8820,1890,1.5 Fin,Brk/Til,CompShg,VinylSd,GasFWA,Yes,1088,7,Detachd,2,456,2,2012,10,2012-10-01
92800,OldTown,5400,1905,2-Story,P'Conc,CompShg,MetalSd,GasFWA,Yes,623,6,Detachd,2,416,3,2014,3,2014-03-01
128350,OldTown,9750,1958,1-Story,C'Block,CompShg,HdBoard,GasFWA,Yes,1372,5,Detachd,2,624,3,2012,6,2012-06-01
112000,OldTown,10800,1890,2-Story,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,718,8,Detachd,2,704,3,2013,12,2013-12-01
217366,OldTown,10800,1890,2-Story,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,718,8,Detachd,2,704,3,2013,7,2013-07-01
163000,BrkSide,6615,1923,1-Story,Brk/Til,CompShg,MetalSd,GasFWA,Yes,1022,6,BuiltIn,1,216,3,2013,5,2013-05-01
151000,BrkSide,7111,1928,1-Story,Brk/Til,CompShg,WdShing,GasFWA,Yes,1008,5,Detachd,1,288,2,2013,10,2013-10-01
133000,BrkSide,7705,1936,1-Story,Brk/Til,CompShg,HdBoard,GasFWA,Yes,1040,5,Detachd,1,319,2,2012,6,2012-06-01
85000,OldTown,12702,1956,1-Story,P'Conc,CompShg,BrkFace,GasFWA,Yes,0,4,Detachd,1,308,2,2012,11,2012-11-01
60333,OldTown,20154,1948,1-Story,C'Block,CompShg,WdShing,GasFWA,Yes,981,5,Detachd,1,240,2,2013,1,2013-01-01
111211,OldTown,20154,1948,1-Story,C'Block,CompShg,WdShing,GasFWA,Yes,981,5,Detachd,1,240,2,2012,7,2012-07-01
310000,BrkSide,28526,1948,1-Story,Brk/Til,CompShg,Other,GasHWat,Yes,1723,6,Attachd,2,504,2,2013,10,2013-10-01
97000,BrkSide,4695,1922,1.5 Fin,P'Conc,CompShg,MetalSd,GasFWA,No,903,6,Detachd,1,200,3,2013,12,2013-12-01
127032,BrkSide,4695,1922,1.5 Fin,P'Conc,CompShg,MetalSd,GasFWA,No,903,6,Detachd,1,200,3,2013,7,2013-07-01
142000,BrkSide,4960,1930,1.5 Fin,C'Block,CompShg,WdShing,GasFWA,Yes,297,7,Detachd,1,336,3,2013,11,2013-11-01
138500,BrkSide,5292,1936,1-Story,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,882,5,Detachd,1,160,2,2014,4,2014-04-01
145000,BrkSide,7425,1945,1.5 Fin,C'Block,CompShg,Wd Sdng,GasFWA,Yes,672,7,Attachd,1,252,3,2013,5,2013-05-01
133250,BrkSide,8674,1950,1-Story,C'Block,CompShg,VinylSd,GasFWA,Yes,830,4,Detachd,2,440,2,2014,8,2014-08-01
90000,BrkSide,5720,1955,1-Story,C'Block,CompShg,Plywood,GasFWA,Yes,1014,6,Attachd,1,240,3,2012,4,2012-04-01
127000,BrkSide,10120,1928,1.5 Fin,Brk/Til,CompShg,MetalSd,GasFWA,Yes,960,8,Detachd,1,615,3,2012,9,2012-09-01
116000,BrkSide,9100,1930,1-Story,Brk/Til,CompShg,VinylSd,GasFWA,Yes,742,4,Detachd,1,308,2,2014,6,2014-06-01
96000,BrkSide,9100,1930,1-Story,Brk/Til,CompShg,VinylSd,GasFWA,Yes,742,4,Detachd,1,308,2,2012,10,2012-10-01
81248,BrkSide,8075,1910,2-Story,Brk/Til,CompShg,VinylSd,GasFWA,No,440,6,None,0,0,3,2012,7,2012-07-01
129900,BrkSide,9265,1920,1-Story,Brk/Til,CompShg,Stucco,GasFWA,No,864,6,Detachd,3,832,2,2014,6,2014-06-01
166000,BrkSide,6125,1940,1.5 Fin,C'Block,CompShg,MetalSd,GasFWA,Yes,762,8,Attachd,1,300,4,2012,7,2012-07-01
89000,BrkSide,6130,1935,1.5 Fin,Brk/Til,CompShg,Wd Sdng,GasFWA,No,624,6,Detachd,1,240,3,2013,9,2013-09-01
140000,BrkSide,5000,1941,1.5 Fin,C'Block,CompShg,Wd Sdng,GasFWA,Yes,672,6,Detachd,1,240,3,2014,7,2014-07-01
130000,BrkSide,5000,1941,1.5 Fin,C'Block,CompShg,Wd Sdng,GasFWA,Yes,672,6,Detachd,1,240,3,2012,11,2012-11-01
173500,BrkSide,6000,1924,2-Story,C'Block,CompShg,MetalSd,GasFWA,Yes,624,6,Detachd,1,231,3,2013,6,2013-06-01
143500,BrkSide,6000,1953,1.5 Fin,C'Block,CompShg,MetalSd,GasFWA,No,784,5,Detachd,1,308,2,2014,2,2014-02-01
116000,BrkSide,6000,1924,1-Story,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,949,5,Detachd,2,370,2,2012,8,2012-08-01
139000,BrkSide,6000,1940,1.5 Fin,C'Block,CompShg,MetalSd,GasFWA,Yes,572,6,Detachd,2,576,3,2013,7,2013-07-01
134000,BrkSide,6000,1925,1.5 Fin,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,884,5,Detachd,1,216,3,2013,12,2013-12-01
147900,BrkSide,6000,1939,1.5 Fin,C'Block,CompShg,MetalSd,GasFWA,Yes,780,6,Detachd,1,280,4,2014,7,2014-07-01
135500,BrkSide,6000,1939,1.5 Fin,Brk/Til,CompShg,MetalSd,GasFWA,Yes,997,9,Detachd,2,380,4,2013,2,2013-02-01
154000,BrkSide,6000,1937,1.5 Fin,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,825,5,Detachd,1,672,3,2012,11,2012-11-01
137000,BrkSide,6000,1939,1.5 Fin,P'Conc,CompShg,MetalSd,GasFWA,Yes,698,6,Detachd,1,288,2,2013,11,2013-11-01
150000,BrkSide,6000,1941,1.5 Fin,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,735,6,Detachd,2,440,3,2014,5,2014-05-01
95000,BrkSide,5000,1926,1.5 Unf,Brk/Til,CompShg,MetalSd,GasFWA,Yes,992,6,Detachd,1,160,3,2012,6,2012-06-01
147500,BrkSide,6000,1948,1.5 Fin,C'Block,CompShg,Wd Sdng,GasFWA,Yes,780,6,Detachd,1,312,3,2013,8,2013-08-01
134500,BrkSide,6911,1924,1-Story,P'Conc,CompShg,Wd Sdng,GasFWA,Yes,1145,5,Detachd,2,440,2,2014,6,2014-06-01
132000,BrkSide,5520,1920,1.5 Fin,Brk/Til,CompShg,WdShing,GasFWA,Yes,565,6,BuiltIn,1,355,3,2013,1,2013-01-01
96000,BrkSide,3720,1939,1.5 Fin,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,602,6,Detachd,1,240,3,2012,6,2012-06-01
144000,BrkSide,6120,1936,1.5 Fin,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,897,5,Detachd,2,576,3,2012,10,2012-10-01
141000,BrkSide,6120,1935,1.5 Fin,Brk/Til,CompShg,AsbShng,GasFWA,Yes,884,6,Detachd,1,240,3,2012,8,2012-08-01
126500,BrkSide,6240,1929,1.5 Fin,P'Conc,CompShg,MetalSd,GasFWA,Yes,704,6,Detachd,1,336,2,2012,5,2012-05-01
135000,BrkSide,6240,1916,1.5 Fin,Brk/Til,CompShg,MetalSd,GasFWA,Yes,845,7,Detachd,2,484,4,2014,4,2014-04-01
135000,BrkSide,6240,1939,1.5 Fin,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,672,7,Detachd,1,280,4,2012,6,2012-06-01
110000,BrkSide,6120,1925,1-Story,Brk/Til,CompShg,MetalSd,GasFWA,No,768,6,Detachd,1,450,3,2013,8,2013-08-01
139800,BrkSide,6120,1934,1.5 Fin,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,947,7,Detachd,1,225,4,2013,5,2013-05-01
122500,BrkSide,6240,1930,1.5 Fin,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,966,6,Detachd,1,230,3,2013,4,2013-04-01
115600,BrkSide,6120,1935,1.5 Fin,Brk/Til,CompShg,AsbShng,GasFWA,No,720,6,Detachd,2,416,2,2013,5,2013-05-01
118500,BrkSide,6240,1934,1.5 Fin,Brk/Til,CompShg,MetalSd,GasFWA,Yes,864,6,Detachd,1,260,2,2012,10,2012-10-01
129000,BrkSide,6120,1930,1.5 Fin,Brk/Til,CompShg,MetalSd,GasFWA,Yes,741,7,Detachd,1,180,3,2012,1,2012-01-01
107500,BrkSide,6840,1935,1-Story,Brk/Til,CompShg,Wd Sdng,GasFWA,No,768,6,Detachd,2,324,2,2013,1,2013-01-01
154000,OldTown,6120,1949,1.5 Fin,C'Block,CompShg,VinylSd,GasFWA,Yes,973,8,Detachd,2,370,5,2013,5,2013-05-01
77000,OldTown,6120,1925,1.5 Fin,P'Conc,CompShg,Wd Sdng,GasFWA,No,884,5,Detachd,1,294,2,2013,12,2013-12-01
115500,OldTown,6120,1924,1-Story,Brk/Til,CompShg,BrkFace,GasFWA,Yes,936,5,Detachd,1,261,2,2013,9,2013-09-01
117500,OldTown,6120,1925,1-Story,Brk/Til,CompShg,MetalSd,GasFWA,Yes,1041,5,Detachd,2,451,2,2013,5,2013-05-01
102500,OldTown,6120,1925,1-Story,Brk/Til,CompShg,BrkFace,GasFWA,Yes,960,5,Detachd,1,264,2,2013,11,2013-11-01
115000,OldTown,6240,1928,1-Story,Brk/Til,CompShg,Wd Sdng,GasFWA,No,1032,5,Detachd,1,216,2,2014,8,2014-08-01
95000,BrkSide,6180,1926,1-Story,Brk/Til,CompShg,Wd Sdng,GasFWA,No,960,5,Detachd,1,180,2,2012,4,2012-04-01
133250,BrkSide,6120,1933,1.5 Fin,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,672,5,Detachd,1,528,3,2012,10,2012-10-01
134500,BrkSide,6000,1936,1.5 Fin,Brk/Til,CompShg,MetalSd,GasFWA,Yes,949,6,Detachd,2,360,3,2014,3,2014-03-01
91000,BrkSide,6000,1921,1-Story,C'Block,CompShg,Wd Sdng,GasFWA,Yes,616,4,Detachd,1,205,2,2013,1,2013-01-01
107000,BrkSide,6000,1925,1-Story,C'Block,CompShg,MetalSd,GasFWA,Yes,768,7,Attachd,1,520,3,2012,7,2012-07-01
122000,BrkSide,10625,1921,1.5 Fin,P'Conc,CompShg,Stucco,GasFWA,Yes,824,6,Detachd,2,672,3,2012,7,2012-07-01
172796,BrkSide,10625,1921,1.5 Fin,P'Conc,CompShg,Stucco,GasFWA,Yes,824,6,Detachd,2,672,3,2012,3,2012-03-01
140000,BrkSide,11209,1910,1-Story,Brk/Til,CompShg,VinylSd,GasHWat,Yes,894,6,Detachd,1,396,3,2013,7,2013-07-01
121000,BrkSide,8635,1915,1-Story,Wood,CompShg,VinylSd,GasFWA,Yes,1065,5,None,0,0,2,2012,12,2012-12-01
95000,OldTown,6960,1925,1.5 Fin,Brk/Til,CompShg,MetalSd,GasFWA,Yes,1170,6,Detachd,1,440,3,2014,7,2014-07-01
95000,OldTown,6960,1925,1.5 Fin,Brk/Til,CompShg,MetalSd,GasFWA,Yes,1170,6,Detachd,1,440,3,2014,2,2014-02-01
887,OldTown,6960,1925,1.5 Fin,Brk/Til,CompShg,MetalSd,GasFWA,Yes,1170,6,Detachd,1,440,3,2012,4,2012-04-01
134900,OldTown,4950,1926,1.5 Fin,Brk/Til,CompShg,MetalSd,GasFWA,Yes,901,6,Detachd,2,572,2,2014,7,2014-07-01
140000,BrkSide,11672,1925,1-Story,Brk/Til,CompShg,MetalSd,GasFWA,Yes,816,4,Detachd,2,480,2,2014,7,2014-07-01
156000,BrkSide,5709,1919,2.5 Unf,Brk/Til,CompShg,Wd Sdng,GasFWA,No,676,6,None,0,0,3,2014,8,2014-08-01
110000,BrkSide,5709,1919,2.5 Unf,Brk/Til,CompShg,Wd Sdng,GasFWA,No,676,6,None,0,0,3,2012,3,2012-03-01
230000,BrkSide,13247,1914,2.5 Fin,Brk/Til,CompShg,WdShing,OthrHW,No,832,8,Detachd,2,379,3,2013,7,2013-07-01
254500,BrkSide,12324,1916,2.5 Unf,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,844,10,Detachd,2,441,5,2013,12,2013-12-01
220000,BrkSide,17424,1924,2-Story,Brk/Til,CompShg,BrkFace,GasFWA,Yes,1053,10,Attachd,3,671,4,2013,5,2013-05-01
239900,BrkSide,8478,1935,1.5 Fin,P'Conc,CompShg,WdShing,GasFWA,Yes,744,6,Detachd,2,576,3,2014,7,2014-07-01
455000,BrkSide,15172,1916,2.5 Fin,Brk/Til,CompShg,BrkFace,OthrHW,Yes,1295,10,Detachd,2,725,4,2013,7,2013-07-01
120000,OldTown,12880,1920,2-Story,C'Block,CompShg,Wd Sdng,GasHWat,No,908,7,Detachd,2,333,4,2013,12,2013-12-01
103857,OldTown,17460,1967,1-Story,C'Block,CompShg,HdBoard,GasFWA,Yes,1085,5,Attachd,2,539,2,2012,9,2012-09-01
103857,OldTown,0,1911,1-Story,C'Block,CompShg,AsbShng,GasFWA,No,793,5,Attachd,1,240,1,2012,9,2012-09-01
183000,OldTown,12510,1903,2-Story,Brk/Til,CompShg,VinylSd,GasHWat,No,1001,8,Detachd,2,636,4,2012,6,2012-06-01
86500,OldTown,5400,1939,1.5 Fin,Brk/Til,CompShg,MetalSd,GasFWA,Yes,828,7,Detachd,2,576,3,2012,5,2012-05-01
129167,OldTown,6030,1950,2-Story,C'Block,CompShg,Plywood,GasFWA,No,972,10,None,0,0,4,2013,11,2013-11-01
126000,OldTown,9426,1917,1.5 Fin,Brk/Til,CompShg,BrkFace,GasFWA,Yes,999,7,Detachd,2,450,4,2013,1,2013-01-01
179900,OldTown,8094,1915,1.5 Fin,C'Block,CompShg,MetalSd,GasFWA,Yes,888,9,Detachd,2,572,4,2013,10,2013-10-01
105000,OldTown,12720,1908,2-Story,C'Block,CompShg,MetalSd,GasFWA,Yes,698,7,Detachd,2,297,3,2013,6,2013-06-01
117580,OldTown,12720,1908,2-Story,C'Block,CompShg,MetalSd,GasFWA,Yes,698,7,Detachd,2,297,3,2013,4,2013-04-01
142000,OldTown,10744,1924,1.5 Fin,P'Conc,CompShg,Stucco,GasFWA,Yes,1008,7,Detachd,1,380,3,2012,5,2012-05-01
85000,IDOT&RR,9002,1919,1-Story,Brk/Til,CompShg,Wd Sdng,GasFWA,No,610,4,None,0,0,2,2012,5,2012-05-01
113000,OldTown,9940,1920,2.5 Unf,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,896,7,Detachd,2,440,4,2012,1,2012-01-01
166000,OldTown,5100,1925,2-Story,P'Conc,CompShg,Stucco,GasFWA,Yes,588,7,Detachd,1,228,3,2012,6,2012-06-01
187000,OldTown,9928,1915,2-Story,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,672,8,Detachd,1,216,3,2012,7,2012-07-01
120000,OldTown,3068,1920,2-Story,Brk/Til,CompShg,VinylSd,GasFWA,Yes,662,6,Detachd,1,180,3,2014,3,2014-03-01
134000,OldTown,5310,1910,1.5 Fin,C'Block,CompShg,VinylSd,GasFWA,Yes,485,5,Attachd,1,255,2,2014,6,2014-06-01
52000,OldTown,4118,1941,1-Story,C'Block,CompShg,Wd Sdng,Gravity,No,693,4,None,0,0,2,2012,8,2012-08-01
164500,IDOT&RR,7758,1931,1.5 Fin,P'Conc,CompShg,Stucco,GasFWA,Yes,1040,7,Detachd,1,240,4,2013,12,2013-12-01
71950,IDOT&RR,7800,1955,1-Story,P'Conc,CompShg,MetalSd,GasFWA,No,0,4,Detachd,1,432,2,2012,4,2012-04-01
119055,IDOT&RR,6291,1930,1-Story,Brk/Til,CompShg,Stucco,GasFWA,Yes,768,4,Detachd,2,440,1,2012,9,2012-09-01
125731,IDOT&RR,5160,1927,1.5 Fin,Brk/Til,CompShg,MetalSd,GasFWA,Yes,1204,4,Detachd,1,384,3,2013,4,2013-04-01
137900,IDOT&RR,10320,1915,1.5 Fin,Brk/Til,CompShg,HdBoard,GasFWA,Yes,880,6,Detachd,2,400,2,2013,3,2013-03-01
107000,IDOT&RR,6960,1910,2-Story,C'Block,CompShg,Wd Sdng,GasFWA,Yes,596,7,Detachd,2,492,2,2012,2,2012-02-01
113000,IDOT&RR,6240,1890,2-Story,C'Block,CompShg,VinylSd,GasFWA,Yes,668,5,Detachd,2,632,3,2012,7,2012-07-01
145000,IDOT&RR,7200,1938,1.5 Fin,C'Block,CompShg,Wd Sdng,GasFWA,Yes,803,6,Detachd,1,297,2,2013,5,2013-05-01
110500,IDOT&RR,6780,1922,1.5 Fin,Brk/Til,CompShg,Wd Sdng,GasFWA,No,840,6,Detachd,1,216,3,2012,12,2012-12-01
86625,IDOT&RR,10320,1914,2-Story,Brk/Til,CompShg,Wd Sdng,GasFWA,Yes,1080,7,Detachd,1,308,3,2014,5,2014-05-01
127500,IDOT&RR,10320,1930,1.5 Fin,Brk/Til,CompShg,Stucco,GasFWA,Yes,1360,6,Detachd,1,361,6,2014,7,2014-07-01
100000,IDOT&RR,7200,1920,2.5 Unf,Brk/Til,CompShg,MetalSd,GasFWA,Yes,530,6,Detachd,1,288,3,2012,6,2012-06-01
59434,IDOT&RR,5400,1939,1-Story,Brk/Til,CompShg,Wd Sdng,GasFWA,No,595,4,Detachd,1,280,2,2012,6,2012-06-01
35000,IDOT&RR,10320,1910,2-Story,P'Conc,CompShg,Wd Sdng,GasFWA,Yes,656,6,Detachd,2,324,4,2013,2,2013-02-01
137500,OldTown,12358,1941,1.5 Fin,C'Block,CompShg,MetalSd,GasFWA,Yes,720,7,Detachd,2,660,2,2014,6,2014-06-01
140000,OldTown,15480,1916,2.5 Unf,C'Block,CompShg,MetalSd,GasFWA,No,780,7,Detachd,3,880,4,2012,3,2012-03-01
45100,OldTown,6890,1900,2.5 Unf,Brk/Til,CompShg,Wd Sdng,Gravity,No,842,8,Detachd,1,220,3,2013,11,2013-11-01
1084,OldTown,6890,1900,2.5 Unf,Brk/Til,CompShg,Wd Sdng,Gravity,No,842,8,Detachd,1,220,3,2013,3,2013-03-01
108000,OldTown,5852,1902,2.5 Unf,Brk/Til,CompShg,MetalSd,GasFWA,No,1020,9,None,0,0,6,2012,6,2012-06-01
82700,OldTown,5586,1920,1.5 Fin,Brk/Til,CompShg,MetalSd,GasFWA,Yes,901,7,None,0,0,4,2014,2,2014-02-01
100500,OldTown,5586,1920,1.5 Fin,Brk/Til,CompShg,MetalSd,GasFWA,Yes,901,7,None,0,0,4,2013,5,2013-05-01
107000,OldTown,6000,1925,1.5 Fin,Brk/Til,CompShg,VinylSd,GasFWA,No,816,6,Detachd,1,215,3,2013,6,2013-06-01
100000,OldTown,6000,1918,1.5 Fin,Brk/Til,CompShg,Wd Sdng,GasFWA,No,735,7,Detachd,1,342,3,2012,2,2012-02-01
130000,IDOT&RR,10320,1920,1-Story,Brk/Til,CompShg,VinylSd,Gravity,No,1008,4,Detachd,1,308,1,2013,6,2013-06-01
143500,IDOT&RR,10320,1906,1.5 Fin,C'Block,CompShg,MetalSd,GasFWA,Yes,756,7,Detachd,1,216,3,2014,7,2014-07-01
85000,IDOT&RR,10320,1934,1.5 Fin,Brk/Til,CompShg,MetalSd,GasFWA,No,551,5,Detachd,2,576,2,2013,6,2013-06-01
